1,45.5284652940216,-73.605104337545,736,45.5284652940216,-73.605104337545
1,45.5284652940216,-73.605104337545,12143,45.5284652940216,-73.605104337545
2,45.5284935656258,-73.6065433714253,11631,45.5284935656258,-73.6065433714253
2,45.5284935656258,-73.6065433714253,17089,45.5284935656258,-73.6065433714253
3,45.4904964768581,-73.5575604483626,11958,45.4904964768581,-73.5575604483626
4,45.4902054748268,-73.55825497491,633,45.4902054748268,-73.55825497491
4,45.4902054748268,-73.55825497491,11382,45.4902054748268,-73.55825497491
5,45.4445692526669,-73.8974565723402,16400,45.4445692526669,-73.8974565723402
6,45.4433768799557,-73.9007724348331,15567,45.4433768799557,-73.9007724348331
7,45.43097795934,-73.6707022137869,1161,45.43097795934,-73.6707022137869
8,45.4311319863279,-73.6709015394798,111,45.4311319863279,-73.6709015394798
9,45.4857002952185,-73.5652699014679,11964,45.4857002952185,-73.5652699014679
10,45.485991018453,-73.5649839367409,20,45.485991018453,-73.5649839367409
11,45.5169860749462,-73.5282851920046,15334,45.5169860749462,-73.5282851920046
12,45.5172674367647,-73.5272503429346,11804,45.5172674367647,-73.5272503429346
12,45.5172674367647,-73.5272503429346,15324,45.5172674367647,-73.5272503429346
13,45.4714969197741,-73.5456484855004,12542,45.4714969197741,-73.5456484855004
14,45.4711364611016,-73.5462686050043,12444,45.4711364611016,-73.5462686050043
15,45.4280853512518,-73.6793512949609,1183,45.4280853512518,-73.6793512949609
16,45.4280562071087,-73.6790573996544,315,45.4280562071087,-73.6790573996544
17,45.4439018298719,-73.5937474712563,12183,45.4439018298719,-73.5937474712563
18,45.4435828762067,-73.593033262251,108,45.4435828762067,-73.593033262251
19,45.4861085498947,-73.5651215936105,284,45.4861085498947,-73.5651215936105
21,45.4907680442053,-73.5550157874232,136,45.4907680442053,-73.5550157874232
22,45.4907397691452,-73.554682482245,773,45.4907397691452,-73.554682482245
23,45.4780613713324,-73.5846609092741,16906,45.4780613713324,-73.5846609092741
25,45.47834037589,-73.5745123386595,829,45.47834037589,-73.5745123386595
26,45.4787671861091,-73.5750425789242,16435,45.4787671861091,-73.5750425789242
27,45.4753764279598,-73.588897765605,141,45.4753764279598,-73.588897765605
27,45.4753764279598,-73.588897765605,12500,45.4753764279598,-73.588897765605
29,45.4542408242057,-73.5653673377257,109,45.4542408242057,-73.5653673377257
30,45.4534112204475,-73.566047453578,100,45.4534112204475,-73.566047453578
31,45.4328248959739,-73.5879912458938,17098,45.4328248959739,-73.5879912458938
31,45.4328248959739,-73.5879912458938,17100,45.4328248959739,-73.5879912458938
34,45.4573925956644,-73.5630459321285,91,45.4573925956644,-73.5630459321285
35,45.5018544891806,-73.7713703161514,11479,45.5018544891806,-73.7713703161514
36,45.5016614404965,-73.7709669468693,299,45.5016614404965,-73.7709669468693
36,45.5016614404965,-73.7709669468693,1356,45.5016614404965,-73.7709669468693
37,45.5048710890528,-73.7618623278354,916,45.5048710890528,-73.7618623278354
37,45.5048710890528,-73.7618623278354,1250,45.5048710890528,-73.7618623278354
38,45.5050723057081,-73.7621710289764,761,45.5050723057081,-73.7621710289764
38,45.5050723057081,-73.7621710289764,1367,45.5050723057081,-73.7621710289764
40,45.5069380234494,-73.7645199573225,158,45.5069380234494,-73.7645199573225
40,45.5069380234494,-73.7645199573225,1368,45.5069380234494,-73.7645199573225
41,45.5075057851125,-73.7591984446391,160,45.5075057851125,-73.7591984446391
41,45.5075057851125,-73.7591984446391,17705,45.5075057851125,-73.7591984446391
42,45.507885969748,-73.7593961216138,159,45.507885969748,-73.7593961216138
42,45.507885969748,-73.7593961216138,12590,45.507885969748,-73.7593961216138
43,45.4499904244503,-73.6271413469384,1096,45.4499904244503,-73.6271413469384
44,45.4498775864972,-73.6268955026639,12439,45.4498775864972,-73.6268955026639
47,45.4327139476559,-73.6838699844228,392,45.4327139476559,-73.6838699844228
48,45.4325114990467,-73.6835786960567,430,45.4325114990467,-73.6835786960567
49,45.54668095299,-73.6977740082373,51,45.54668095299,-73.6977740082373
49,45.54668095299,-73.6977740082373,812,45.54668095299,-73.6977740082373
50,45.5463899090644,-73.6972228252538,432,45.5463899090644,-73.6972228252538
50,45.5463899090644,-73.6972228252538,16360,45.5463899090644,-73.6972228252538
51,45.54668095299,-73.6977740082373,812,45.54668095299,-73.6977740082373
52,45.5467754575712,-73.6972930723349,431,45.5467754575712,-73.6972930723349
52,45.5467754575712,-73.6972930723349,810,45.5467754575712,-73.6972930723349
53,45.5025523913759,-73.528076547437,506,45.5025523913759,-73.528076547437
53,45.5025523913759,-73.528076547437,15341,45.5025523913759,-73.528076547437
53,45.5025523913759,-73.528076547437,15348,45.5025523913759,-73.528076547437
54,45.5029286530227,-73.5275539962858,151,45.5029286530227,-73.5275539962858
54,45.5029286530227,-73.5275539962858,508,45.5029286530227,-73.5275539962858
55,45.5795526001082,-73.6570365425591,717,45.5795526001082,-73.6570365425591
55,45.5795526001082,-73.6570365425591,1320,45.5795526001082,-73.6570365425591
56,45.5792512173329,-73.6577762150794,805,45.5792512173329,-73.6577762150794
56,45.5792512173329,-73.6577762150794,1262,45.5792512173329,-73.6577762150794
57,45.6029591507908,-73.6425446752145,12723,45.6029591507908,-73.6425446752145
58,45.6006244675703,-73.6431131699057,567,45.6006244675703,-73.6431131699057
60,45.5688603790988,-73.555932278588,768,45.5688603790988,-73.555932278588
61,45.4716700939706,-73.8374400115889,183,45.4716700939706,-73.8374400115889
61,45.4716700939706,-73.8374400115889,1222,45.4716700939706,-73.8374400115889
62,45.4696670195821,-73.8412905934712,17255,45.4696670195821,-73.8412905934712
63,45.4944157513313,-73.7802026532185,16700,45.4944157513313,-73.7802026532185
64,45.4906506959873,-73.7886291377019,16701,45.4906506959873,-73.7886291377019
