45.592219,-73.529908,Mercier-Hochelaga-Maisonneuve,p332
45.592915,-73.532175,Mercier-Hochelaga-Maisonneuve,p333
45.593546,-73.534213,Mercier-Hochelaga-Maisonneuve,p334
45.594161,-73.533846,Mercier-Hochelaga-Maisonneuve,p335
45.594279,-73.534228,Mercier-Hochelaga-Maisonneuve,p336
45.594525,-73.535028,Mercier-Hochelaga-Maisonneuve,p337
45.596193,-73.534043,Mercier-Hochelaga-Maisonneuve,p338
45.600347,-73.530217,Mercier-Hochelaga-Maisonneuve,p339
45.601095,-73.529781,Mercier-Hochelaga-Maisonneuve,p340
45.601835,-73.529342,Mercier-Hochelaga-Maisonneuve,p341
45.602602,-73.528884,Mercier-Hochelaga-Maisonneuve,p342
45.603295,-73.528471,Mercier-Hochelaga-Maisonneuve,p343
45.532609,-73.590231,Le Plateau-Mont-Royal,p344
45.533094,-73.591273,Le Plateau-Mont-Royal,p345
45.49607,-73.553087,Ville-Marie,p346
45.496963,-73.555555,Ville-Marie,p347
45.544418,-73.567331,Rosemont-La Petite-Patrie,p348
45.545051,-73.566966,Rosemont-La Petite-Patrie,p349
45.54099,-73.626527,Villeray-Saint-Michel-Parc-Extension,p350
45.543906,-73.610726,Villeray-Saint-Michel-Parc-Extension,p351
45.544699,-73.612499,Villeray-Saint-Michel-Parc-Extension,p352
45.548087,-73.574894,Rosemont-La Petite-Patrie,p353
45.549022,-73.578025,Rosemont-La Petite-Patrie,p354
45.549741,-73.58043,Rosemont-La Petite-Patrie,p355
45.550462,-73.582791,Rosemont-La Petite-Patrie,p356
45.54989,-73.59559,Rosemont-La Petite-Patrie,p357
45.551264,-73.598573,Rosemont-La Petite-Patrie,p358
45.547868,-73.585053,Rosemont-La Petite-Patrie,p359
45.548761,-73.586987,Rosemont-La Petite-Patrie,p360
45.610305,-73.513172,Mercier-Hochelaga-Maisonneuve,p361
45.610622,-73.514996,Mercier-Hochelaga-Maisonneuve,p362
45.545441,-73.614147,Villeray-Saint-Michel-Parc-Extension,p363
